interval_opt,macd_slow_opt,macd_fast_opt,macd_signal_opt,multiple_hold,multiple_macd_strategy,multiple_macd_strategy_net,trend_ref,start_opt,end_opt,ann_log_mean_hold,ann_log_std_hold,sharpe_ratio_hold,ann_log_mean_macd,ann_log_std_macd,sharpe_ratio_macd,ann_log_mean_macd_net,ann_log_std_macd_net,sharpe_ratio_macd_net
5m,16,10,26,0.8827339383913808,0.9478988314547732,0.90999038353923,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,27,0.8827339383913808,0.9450819341176798,0.9057445448456216,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,28,0.8827339383913808,0.9452480450068788,0.905903741658406,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,10,29,0.8827339383913808,0.9369142459754328,0.8963911472147293,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,11,6,0.8827339383913808,0.9067080313712952,0.8528638079030765,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,11,7,0.8827339383913808,0.9047566559424112,0.8510283135417774,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,11,8,0.8827339383913808,0.9088292128727804,0.8577714745267803,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,11,9,0.8827339383913808,0.912868212972959,0.8645189249597203,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,11,10,0.8827339383913808,0.9089805179561228,0.8593744662362387,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,11,11,0.8827339383913808,0.9100326305650174,0.8603691616052026,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
5m,16,11,12,0.8827339383913808,0.9123842737085938,0.862592467860251,after_CPI_drop,2022-09-13-19:00,2022-09-16-08:00,,,,,,,,,
